编号,头像,生命成长,无用,名字,外号,性别,等级,经验,生命,生命最大值,内伤,中毒,体力,物品修炼点数,武器,防具,动作帧数1,动作帧数2,动作帧数3,动作帧数4,动作帧数5,动作帧数6,动作帧数7,动作帧数8,动作帧数9,动作帧数10,动作帧数11,动作帧数12,动作帧数13,动作帧数14,动作帧数15,内力性质,内力,内力最大值,攻击力,轻功,防御力,医疗,用毒,解毒,抗毒,拳掌,御剑,耍刀,特殊,暗器,武学常识,品德,攻击带毒,左右互搏,声望,资质,修炼物品,修炼点数,所会武功1,所会武功2,所会武功3,所会武功4,所会武功5,所会武功6,所会武功7,所会武功8,所会武功9,所会武功10,武功等级1,武功等级2,武功等级3,武功等级4,武功等级5,武功等级6,武功等级7,武功等级8,武功等级9,武功等级10,携带物品1,携带物品2,携带物品3,携带物品4,携带物品数量1,携带物品数量2,携带物品数量3,携带物品数量4
368,195,0,1,華山弟子,華山弟子,0,3,0,533,533,0,0,90,0,-1,-1,0,0,12,0,0,0,0,5,0,0,0,0,5,0,0,1,1800,1800,115,60,60,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,34,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
369,195,0,1,華山弟子,華山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,12,0,0,0,0,5,0,0,0,0,5,0,0,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,34,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
370,196,0,1,衡山弟子,衡山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,5,0,0,0,0,5,0,0,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,31,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
371,196,0,1,衡山弟子,衡山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,5,0,0,0,0,5,0,0,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,32,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
372,196,0,1,衡山弟子,衡山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,5,0,0,0,0,5,0,0,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,32,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
373,196,0,1,衡山弟子,衡山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,5,0,0,0,0,5,0,0,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,32,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
374,196,0,1,衡山弟子,衡山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,5,0,0,0,0,5,0,0,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,32,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
375,196,0,1,衡山弟子,衡山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,5,0,0,0,0,5,0,0,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,32,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
376,196,0,1,衡山弟子,衡山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,32,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
377,196,0,1,衡山弟子,衡山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,1,440,440,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,32,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
378,196,0,1,衡山醫生,衡山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,5,0,0,0,0,5,0,0,1,440,440,65,60,35,80,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,32,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
379,196,0,1,衡山高徒,衡山弟子,0,3,0,533,533,0,0,90,0,-1,-1,0,0,9,0,0,0,0,5,0,0,0,0,5,0,0,1,1800,1800,65,90,80,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,32,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
380,197,0,1,恒山弟子,恒山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,5,0,0,1,440,440,65,60,35,0,0,0,0,10,30,10,10,10,10,50,0,0,0,60,-1,0,30,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
381,197,0,1,恒山弟子,恒山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,5,0,0,1,440,440,65,60,35,0,0,0,0,10,30,10,10,10,10,50,0,0,0,60,-1,0,30,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
382,197,0,1,恒山弟子,恒山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,5,0,0,1,440,440,65,60,35,0,0,0,0,10,30,10,10,10,10,50,0,0,0,60,-1,0,30,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
383,197,0,1,恒山弟子,恒山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,5,0,0,1,440,440,65,60,35,0,0,0,0,10,30,10,10,10,10,50,0,0,0,60,-1,0,30,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
384,197,0,1,恒山弟子,恒山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,5,0,0,1,440,440,65,60,35,0,0,0,0,10,30,10,10,10,10,50,0,0,0,60,-1,0,30,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
385,197,0,1,恒山弟子,恒山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,5,0,0,1,440,440,65,60,35,0,0,0,0,10,30,10,10,10,10,50,0,0,0,60,-1,0,30,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
386,197,0,1,恒山弟子,恒山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,5,0,0,1,440,440,65,60,35,0,0,0,0,10,30,10,10,10,10,50,0,0,0,60,-1,0,30,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
387,197,0,1,恒山弟子,恒山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,5,0,0,1,440,440,65,60,35,0,0,0,0,10,30,10,10,10,10,50,0,0,0,60,-1,0,30,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
388,197,0,1,恒山醫生,恒山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,5,0,0,1,440,440,65,60,80,80,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,30,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
389,197,0,1,師太,恒山弟子,0,12,0,533,533,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,5,0,0,1,1800,1800,85,60,80,0,0,0,0,10,65,10,10,10,10,50,0,0,0,60,-1,0,30,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
390,203,0,1,神龍教徒,神龍教徒,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
391,203,0,1,神龍教徒,神龍教徒,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
392,203,0,1,神龍教徒,神龍教徒,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
393,203,0,1,神龍教徒,神龍教徒,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
394,203,0,1,神龍教徒,神龍教徒,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
395,203,0,1,神龍教徒,神龍教徒,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
396,203,0,1,神龍教徒,神龍教徒,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
397,203,0,1,神龍教徒,神龍教徒,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
398,203,0,1,神龍醫生,神龍教徒,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,800,800,65,60,80,80,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
399,203,0,1,神龍高手,神龍教徒,0,10,0,633,633,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,1800,1800,95,60,60,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
400,210,0,1,少林弟子,少林弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,1,440,440,75,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,1,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
401,210,0,1,少林弟子,少林弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
402,210,0,1,少林弟子,少林弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
403,210,0,1,少林弟子,少林弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
404,210,0,1,少林弟子,少林弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
405,210,0,1,少林弟子,少林弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
406,210,0,1,少林弟子,少林弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
407,210,0,1,少林弟子,少林弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
408,210,0,1,少林弟子,少林弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
409,210,0,1,少林弟子,少林弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
410,212,0,1,毒蛇,毒蛇,0,3,0,633,633,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,940,940,65,60,80,0,0,0,0,10,10,10,10,10,10,50,80,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
411,212,0,1,毒蛇,毒蛇,0,3,0,833,833,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,940,940,65,60,80,0,0,0,0,10,10,10,10,10,10,50,80,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
412,212,0,1,毒蛇,毒蛇,0,3,0,533,533,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,940,940,65,60,80,0,0,0,0,10,10,10,10,10,10,50,80,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
413,212,0,1,毒蛇,毒蛇,0,3,0,633,633,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,940,940,65,60,35,0,0,0,0,10,10,10,10,10,10,50,80,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
414,212,0,1,毒蛇,毒蛇,0,3,0,633,633,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,940,940,65,60,80,0,0,0,0,10,10,10,10,10,10,50,80,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
415,212,0,1,毒蛇,毒蛇,0,3,0,633,633,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,940,940,65,60,80,0,0,0,0,10,10,10,10,10,10,50,80,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
416,212,0,1,毒蛇,毒蛇,0,3,0,633,633,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,940,940,65,60,80,0,0,0,0,10,10,10,10,10,10,50,80,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
417,212,0,1,毒蛇,毒蛇,0,3,0,633,633,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,940,940,65,60,80,0,0,0,0,10,10,10,10,10,10,50,80,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
418,212,0,1,毒蛇,毒蛇,0,3,0,633,633,0,0,90,0,-1,-1,0,8,0,0,0,0,8,0,0,0,0,5,0,0,0,1,940,940,65,60,80,0,0,0,0,10,10,10,10,10,10,50,80,0,0,60,-1,0,3,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
419,212,0,1,大蟒蛇,大蟒蛇,0,3,0,750,750,0,0,90,0,-1,-1,0,8,0,0,0,0,8,0,0,0,0,5,0,0,0,1,1400,1400,95,60,100,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,109,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
420,213,0,1,大雪怪,大雪怪,0,10,0,833,833,0,0,90,0,-1,-1,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1540,1540,115,60,135,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,9,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
421,213,0,1,大雪怪,大雪怪,0,10,0,833,833,0,0,90,0,-1,-1,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1540,1540,115,60,135,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,9,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
422,213,0,1,大雪怪,大雪怪,0,10,0,833,833,0,0,90,0,-1,-1,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1540,1540,115,60,135,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,9,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
423,213,0,1,大雪怪,大雪怪,0,10,0,833,833,0,0,90,0,-1,-1,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1540,1540,115,60,135,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,9,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
424,213,0,1,大雪怪,大雪怪,0,10,0,833,833,0,0,90,0,-1,-1,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1540,1540,115,60,135,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,9,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
425,213,0,1,大雪怪,大雪怪,0,10,0,833,833,0,0,90,0,-1,-1,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1540,1540,115,60,135,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,9,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
426,213,0,1,大雪怪,大雪怪,0,10,0,833,833,0,0,90,0,-1,-1,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1540,1540,115,60,135,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,9,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
427,213,0,1,大雪怪,大雪怪,0,10,0,833,833,0,0,90,0,-1,-1,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1540,1540,115,60,135,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,9,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
428,213,0,1,大雪怪,大雪怪,0,10,0,833,833,0,0,90,0,-1,-1,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1540,1540,115,60,135,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,9,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
429,213,0,1,大雪怪,大雪怪,0,10,0,833,833,0,0,90,0,-1,-1,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,1,1540,1540,115,60,135,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,9,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
430,215,0,1,彩雪蛛,彩雪蛛,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,100,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
431,215,0,1,彩雪蛛,彩雪蛛,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,100,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
432,215,0,1,彩雪蛛,彩雪蛛,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,100,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
433,215,0,1,彩雪蛛,彩雪蛛,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,100,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
434,215,0,1,彩雪蛛,彩雪蛛,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,100,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
435,215,0,1,彩雪蛛,彩雪蛛,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,100,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
436,215,0,1,彩雪蛛,彩雪蛛,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,100,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
437,215,0,1,彩雪蛛,彩雪蛛,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,100,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
438,215,0,1,彩雪蛛,彩雪蛛,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,13,0,0,0,0,5,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,100,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
439,215,0,1,彩雪蛛,彩雪蛛,0,3,0,400,400,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,4,0,0,0,0,5,1,800,800,65,60,35,0,0,0,0,10,10,10,10,10,10,50,100,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
440,216,0,1,火蟾,火蟾,0,9,0,533,533,0,0,90,0,-1,-1,0,0,0,0,11,0,0,0,0,8,0,0,0,0,5,1,1800,1800,95,60,60,0,0,0,0,10,10,10,10,10,10,50,100,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
441,208,0,1,官兵,鐵掌幫眾,0,9,0,459,459,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,7,0,0,0,0,1,0,1,800,800,85,60,70,0,0,0,0,10,10,45,10,10,10,50,0,0,0,60,-1,0,59,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
